employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,absences,recruitment_source,salary,performance_rating,overtime,birthdate,termdate,termination_reason
00-26288475,Edi,Hutapea,Male,Sumatera Utara,Tebing Tinggi,2019-06-20,IT,IT Support Specialist,High School,0,Job Fair,6270689,Satisfactory,Yes,1995-09-01,2024-08-20,Layoff
00-81287314,Zahra,Pratiwi,Female,Jawa Barat,Bogor,2024-08-25,Customer Service,Support Specialist,Bachelor,0,Jobstreet,4419852,Good,No,2000-02-28,2025-02-21,Other
00-69401199,Respati,Simbolon,Male,Jawa Barat,Bekasi,2021-07-25,Sales,Sales Consultant,PhD,0,LinkedIn,22835705,Excellent,No,1969-03-18,2022-01-21,Other
00-67276174,Adika,Sitorus,Male,Jawa Barat,Bandung,2023-11-14,Customer Service,Support Specialist,Bachelor,8,LinkedIn,7274491,Good,No,1998-03-31,2024-05-12,Resignation
00-31361812,Kadir,Maryadi,Male,Jawa Barat,Bogor,2022-12-28,Marketing,SEO Specialist,Bachelor,0,LinkedIn,16743281,Satisfactory,No,1986-04-12,2023-06-26,Other
00-44788100,Salimah,Hastuti,Female,Jawa Barat,Bandung,2022-12-08,Sales,Sales Specialist,PhD,0,LinkedIn,23106786,Satisfactory,Yes,1971-01-17,2023-06-06,Layoff
00-79967676,Cahyanto,Mustofa,Male,Jawa Barat,Bogor,2019-02-14,Marketing,Marketing Coordinator,Bachelor,0,Other,10297056,Good,Yes,1983-04-15,2020-08-24,Layoff
00-69038700,Tirtayasa,Habibi,Male,Sumatera Utara,Medan,2016-10-15,Sales,Sales Consultant,Master,0,Job Fair,19517716,Good,No,2004-09-13,2017-10-26,Resignation
00-46468984,Puspa,Lestari,Female,Sumatera Utara,Medan,2018-04-16,IT,System Administrator,Master,0,Other,14000616,Needs Improvement,No,1993-10-24,2024-05-13,Performance Issues
00-28572252,Eko,Sihombing,Male,Jawa Barat,Bandung,2017-03-23,Customer Service,Support Specialist,High School,0,Job Fair,5168393,Good,No,1990-08-21,2022-11-06,Other
00-30509175,Tina,Padmasari,Female,Jawa Barat,Bekasi,2022-03-21,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,10505900,Satisfactory,No,1992-03-11,2022-09-17,Layoff
00-64707061,Silvia,Palastri,Female,Sulawesi Selatan,Makassar,2018-07-16,IT,Software Developer,Master,0,LinkedIn,24511744,Satisfactory,No,1992-02-09,2019-01-12,Other
00-18357162,Nurul,Namaga,Female,Jawa Barat,Bekasi,2017-12-18,Sales,Sales Specialist,Bachelor,0,Job Fair,12186914,Good,No,1978-12-03,2018-06-16,Layoff
00-88393811,Umaya,Dongoran,Male,Sumatera Utara,Binjai,2024-02-05,Operations,Logistics Coordinator,Bachelor,0,Job Fair,6149158,Good,No,2004-01-14,2024-08-03,Resignation
00-87267850,Siska,Utami,Female,Jawa Barat,Bandung,2018-11-19,Operations,Operations Analyst,Bachelor,0,LinkedIn,13983105,Excellent,No,1962-01-04,2019-05-18,Other
00-50079111,Ika,Fujiati,Female,Jawa Barat,Bogor,2022-01-02,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,13096837,Good,Yes,2003-01-04,2024-06-09,Other
00-83300637,Ganda,Winarno,Male,Jawa Barat,Bandung,2023-02-20,Sales,Sales Specialist,Bachelor,0,Job Fair,23560170,Satisfactory,No,1985-09-19,2023-08-19,Other
00-39450273,Suci,Palastri,Female,Jawa Barat,Bogor,2017-03-04,Finance,Accountant,Bachelor,0,LinkedIn,19483162,Satisfactory,No,1980-06-14,2017-08-31,Other
00-62191530,Opung,Prasetya,Male,Jawa Barat,Bekasi,2018-08-03,Operations,Inventory Specialist,High School,13,LinkedIn,8087104,Satisfactory,No,2002-02-14,2019-01-30,Resignation
00-64266464,Nrima,Prabowo,Male,Jawa Barat,Bandung,2022-08-06,Operations,Logistics Coordinator,Bachelor,0,Job Fair,9458494,Good,No,1981-01-07,2023-02-02,Layoff
00-93517915,Ajeng,Halimah,Female,Jawa Barat,Bogor,2020-01-30,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,14268433,Excellent,Yes,1975-01-07,2020-07-28,Layoff
00-85751409,Shakila,Lestari,Female,Jawa Barat,Bekasi,2022-07-31,Finance,Accounts Payable Specialist,Bachelor,14,Job Fair,4568514,Excellent,Yes,1999-03-13,2023-01-27,Resignation
00-67527432,Ani,Rahimah,Female,Jawa Barat,Bekasi,2017-08-15,Sales,Sales Specialist,PhD,0,LinkedIn,22180055,Good,Yes,1966-10-18,2021-12-17,Health Reasons
00-16749089,Kusuma,Hidayanto,Male,Jawa Barat,Bogor,2017-06-16,Operations,Logistics Coordinator,Bachelor,0,Other,15648013,Good,Yes,1981-08-14,2021-09-24,Layoff
00-71028710,Dian,Fujiati,Female,Sulawesi Selatan,Gowa,2018-04-30,IT,Software Developer,Master,0,LinkedIn,21845215,Good,Yes,1981-04-22,2021-05-23,Other
00-66581473,Galih,Widodo,Male,Jakarta,Jakarta Timur,2017-12-01,IT,IT Support Specialist,High School,0,LinkedIn,6098528,Satisfactory,No,1984-12-18,2024-05-07,Layoff
00-12601580,Azalea,Rahayu,Female,Sumatera Utara,Binjai,2022-03-23,IT,Software Developer,Master,0,Job Fair,18364411,Good,Yes,1987-08-12,2022-09-19,Other
00-40094589,Sabrina,Nasyiah,Female,Jawa Barat,Bogor,2022-09-17,Operations,Inventory Specialist,Bachelor,0,Job Fair,7866227,Satisfactory,No,1996-04-22,2023-03-16,Other
00-14164775,Baktiono,Nugroho,Male,Jawa Barat,Bogor,2024-10-29,Operations,Inventory Specialist,Bachelor,0,Other,6534747,Satisfactory,No,2001-09-04,2025-04-27,Resignation
00-12735359,Putri,Safitri,Female,Jawa Barat,Bandung,2021-08-30,IT,Software Developer,Bachelor,9,Other,17930835,Good,No,2000-02-15,2022-02-26,Resignation
00-73560289,Ulva,Lestari,Female,Jawa Barat,Bandung,2022-12-26,Sales,Sales Consultant,Master,0,Jobstreet,24205984,Good,Yes,2000-06-21,2023-06-24,Resignation
00-72415804,Wadi,Lazuardi,Male,Jawa Barat,Bekasi,2022-12-02,Operations,Logistics Coordinator,Bachelor,0,Company Website,10618844,Good,Yes,1980-10-23,2023-05-31,Layoff
00-91321540,Carub,Wacana,Male,Jawa Barat,Bandung,2021-11-11,Customer Service,Customer Service Representative,High School,13,Job Fair,10359504,Good,Yes,1980-03-30,2022-05-10,Layoff
00-25372341,Elma,Safitri,Female,Bali,Ubud,2023-01-10,Customer Service,Customer Service Representative,Bachelor,10,Job Fair,4860231,Good,No,1989-05-20,2023-07-09,Other
00-24508768,Cemani,Uwais,Male,Jawa Barat,Bandung,2020-12-25,Operations,Inventory Specialist,High School,0,LinkedIn,6928735,Good,No,1998-05-26,2021-06-23,Resignation
00-60372847,Juli,Safitri,Female,Jawa Barat,Bekasi,2019-11-08,Sales,Sales Manager,PhD,0,Company Website,32657477,Good,No,1982-12-21,2022-06-08,Layoff
00-20200074,Mulyono,Uwais,Male,Sumatera Utara,Medan,2020-11-10,IT,IT Support Specialist,High School,0,Indeed,5836140,Good,Yes,1978-03-21,2021-05-09,Layoff
00-23676961,Hilda,Pudjiastuti,Female,Jawa Barat,Bogor,2022-03-03,Marketing,Content Creator,High School,10,Job Fair,10695782,Excellent,No,1980-06-27,2022-08-30,Health Reasons
00-90585882,Winda,Hastuti,Female,Jawa Barat,Bandung,2023-05-29,IT,Software Developer,Master,0,Jobstreet,21473593,Good,No,1996-07-28,2023-11-25,Layoff
00-15512205,Teddy,Budiyanto,Male,Jawa Barat,Bekasi,2018-11-30,Sales,Sales Consultant,Master,3,Job Fair,16530444,Good,No,1983-04-30,2021-08-07,Layoff
00-59737181,Jarwadi,Kusumo,Male,Banten,Tangerang,2016-03-18,Customer Service,Support Specialist,High School,14,LinkedIn,6490581,Satisfactory,No,1970-11-08,2021-05-12,Health Reasons
00-11698142,Yuliana,Yuniar,Female,Jakarta,Jakarta Pusat,2023-05-16,Customer Service,Support Specialist,High School,20,Jobstreet,4626753,Satisfactory,No,1978-10-04,2023-11-12,Misconduct
00-68186525,Gaduh,Zulkarnain,Male,Jawa Barat,Bogor,2024-11-04,IT,IT Support Specialist,High School,0,LinkedIn,6685968,Satisfactory,No,1962-06-04,2025-05-03,Layoff
00-71705170,Teddy,Latupono,Male,Jawa Barat,Bandung,2022-03-28,IT,Software Developer,Master,0,Jobstreet,27321016,Good,No,2004-06-20,2022-09-24,Resignation
00-80027662,Aisyah,Melani,Female,Sulawesi Selatan,Pare-Pare,2024-06-03,Operations,Operations Analyst,Bachelor,7,Indeed,19656080,Good,No,1964-06-06,2024-11-30,Health Reasons
00-82232344,Gambira,Mandala,Male,Jawa Barat,Bandung,2023-12-02,Sales,Sales Representative,Bachelor,0,Jobstreet,15902741,Good,No,2001-07-18,2024-05-30,Resignation
00-89520597,Betania,Puspasari,Female,Jawa Barat,Bekasi,2017-05-17,HR,Recruiter,Bachelor,0,Job Fair,18474483,Satisfactory,No,1988-09-15,2019-06-14,Health Reasons
00-21631697,Syahrini,Winarsih,Female,Jawa Barat,Bogor,2017-06-05,Customer Service,Support Specialist,High School,0,Indeed,6915638,Good,No,1987-08-04,2017-12-02,Other
00-72372114,Mustika,Santoso,Male,Sumatera Utara,Binjai,2020-05-08,IT,Software Developer,Bachelor,9,LinkedIn,34185000,Good,No,1984-07-05,2020-11-04,Layoff
00-55150390,Wakiman,Budiman,Male,Jawa Barat,Bogor,2015-02-14,Sales,Sales Specialist,Bachelor,0,Company Website,16823893,Excellent,No,1979-06-15,2018-09-03,Layoff
00-75437844,Hana,Mardhiyah,Female,Sumatera Utara,Medan,2017-08-14,Customer Service,Support Specialist,High School,0,LinkedIn,4717293,Good,Yes,1997-01-30,2018-02-13,Resignation
00-47535126,Hani,Astuti,Female,Jawa Tengah,Solo,2023-02-12,Operations,Operations Analyst,Master,0,Jobstreet,13762433,Good,No,1976-12-30,2023-08-11,Other
00-84597009,Rina,Usamah,Female,Jawa Barat,Bekasi,2015-05-15,Operations,Operations Analyst,Bachelor,9,Other,13898958,Good,No,1999-06-04,2020-06-11,Resignation
00-42394260,Omar,Wijaya,Male,Jawa Barat,Bandung,2022-05-02,Operations,Operations Analyst,Bachelor,0,Other,18319494,Satisfactory,No,1984-05-16,2022-10-29,Other
00-42255732,Ibrani,Sihombing,Male,Jawa Barat,Bekasi,2022-07-18,Sales,Sales Consultant,Master,0,Company Website,21063201,Satisfactory,No,1988-11-14,2023-01-14,Health Reasons
00-75876924,Bambang,Nababan,Male,Jawa Barat,Bekasi,2019-12-16,Customer Service,Help Desk Technician,High School,20,Jobstreet,4668249,Good,No,1961-11-24,2020-06-13,Misconduct
00-49491631,Koko,Kuswoyo,Male,Bali,Ubud,2017-04-09,Customer Service,Help Desk Technician,High School,17,Job Fair,4839506,Good,No,1993-04-24,2023-12-12,Misconduct
00-51098277,Aurora,Usamah,Female,Jawa Barat,Bandung,2022-01-01,IT,Software Developer,Bachelor,0,Company Website,20196770,Satisfactory,Yes,1962-03-24,2022-06-30,Other
00-84285882,Putri,Zulaika,Female,Jawa Barat,Bekasi,2020-09-23,Sales,Sales Representative,Bachelor,0,Job Fair,4650939,Good,No,2000-04-10,2021-03-22,Resignation
00-83871890,Tantri,Mulyani,Female,Jakarta,Jakarta Barat,2018-05-22,Operations,Inventory Specialist,High School,0,Other,8571101,Needs Improvement,No,1965-04-15,2020-01-29,Performance Issues
00-46361787,Mala,Hassanah,Female,Jawa Barat,Bandung,2018-09-15,HR,HR Assistant,Bachelor,0,LinkedIn,12364094,Satisfactory,No,1982-06-11,2019-03-14,Layoff
00-35848226,Julia,Pertiwi,Female,Jawa Barat,Bogor,2018-09-15,Marketing,Content Creator,Bachelor,5,Other,7226299,Good,No,1991-01-05,2019-03-14,Other
00-34850391,Zizi,Kusmawati,Female,Banten,Tangerang,2017-10-07,Customer Service,Customer Service Representative,High School,0,Job Fair,7735469,Satisfactory,Yes,1966-09-02,2024-12-23,Layoff
00-47111151,Uda,Maryadi,Male,Jawa Barat,Bandung,2022-07-16,Customer Service,Customer Service Manager,Master,0,Indeed,23537691,Good,No,1996-04-24,2023-01-12,Layoff
00-47983442,Ira,Safitri,Female,Jawa Barat,Bekasi,2024-05-06,Finance,Finance Manager,PhD,0,Other,87579498,Satisfactory,Yes,1982-07-10,2024-11-02,Other
00-40532273,Hadi,Tampubolon,Male,Jawa Barat,Bekasi,2018-04-25,Operations,Inventory Specialist,High School,15,Jobstreet,7812719,Good,No,1992-02-24,2018-10-22,Other
00-81690398,Kadir,Haryanto,Male,Jawa Barat,Bogor,2016-03-15,Sales,Sales Consultant,Master,0,Other,27199373,Good,No,1992-08-05,2016-09-11,Layoff
00-84270583,Lili,Suartini,Female,Jawa Barat,Bandung,2017-09-21,Finance,Accounts Payable Specialist,Bachelor,0,LinkedIn,13940301,Good,No,1981-05-27,2024-11-08,Layoff
00-75884623,Pangestu,Irawan,Male,Jawa Barat,Bandung,2016-08-27,Operations,Operations Analyst,Bachelor,0,LinkedIn,13098055,Satisfactory,Yes,1994-05-06,2019-01-27,Layoff
00-48163378,Kairav,Maryadi,Male,Jawa Barat,Bogor,2019-06-07,IT,Software Developer,Bachelor,0,Indeed,33352709,Good,No,1998-05-10,2022-03-29,Resignation
00-34744872,Kuncara,Adriansyah,Male,Jawa Barat,Bogor,2024-04-28,IT,Software Developer,Bachelor,0,Indeed,20058265,Satisfactory,Yes,2002-03-12,2024-10-25,Resignation
00-74119726,Edison,Jailani,Male,Bali,Denpasar,2016-06-15,Customer Service,Customer Service Manager,Master,0,LinkedIn,22629942,Satisfactory,No,1979-05-13,2023-10-23,Other
00-76001106,Panji,Siregar,Male,Jawa Barat,Bogor,2016-08-23,Customer Service,Customer Service Representative,High School,0,Indeed,7899710,Good,No,1974-04-20,2017-02-19,Other
00-17195288,Safina,Permata,Female,Jawa Barat,Bandung,2017-06-30,Finance,Accountant,Bachelor,0,Other,15494341,Good,No,1994-04-15,2018-12-19,Layoff
00-21432787,Maimunah,Usada,Female,Jawa Barat,Bekasi,2024-09-19,Operations,Inventory Specialist,Bachelor,0,Job Fair,4865699,Excellent,No,1981-07-26,2025-03-18,Health Reasons
00-65857931,Gabriella,Winarsih,Female,Jawa Barat,Bandung,2021-07-03,Operations,Logistics Coordinator,Bachelor,6,LinkedIn,4570170,Good,Yes,2003-11-27,2021-12-30,Resignation
00-80138498,Putu,Widodo,Male,Jakarta,Jakarta Pusat,2018-10-13,Operations,Inventory Specialist,Bachelor,0,Company Website,6545468,Good,No,1983-09-06,2019-04-11,Other
00-88990506,Cawisadi,Sitompul,Male,Jawa Barat,Bekasi,2024-02-02,Marketing,Content Creator,Bachelor,0,Other,6401013,Excellent,No,2004-09-06,2024-07-31,Resignation
00-93352876,Edi,Rajasa,Male,Jawa Barat,Bogor,2016-09-14,Marketing,Content Creator,High School,0,Job Fair,8298133,Satisfactory,Yes,1996-07-20,2017-03-13,Health Reasons
00-37888820,Siska,Prastuti,Female,Jawa Barat,Bogor,2021-02-06,Sales,Sales Representative,Bachelor,15,LinkedIn,5941152,Good,No,1978-06-23,2021-08-05,Health Reasons
00-20896797,Reza,Waluyo,Male,Sumatera Utara,Binjai,2017-04-02,Sales,Sales Specialist,PhD,0,Job Fair,18227600,Good,No,1963-05-18,2021-08-28,Layoff
00-20075036,Muni,Mangunsong,Male,Jawa Barat,Bekasi,2017-03-29,Operations,Operations Manager,Master,0,LinkedIn,30434039,Needs Improvement,No,1982-10-21,2017-09-25,Performance Issues
00-89699989,Reksa,Januar,Male,Jawa Barat,Bandung,2019-02-27,Sales,Sales Representative,Bachelor,7,LinkedIn,4890483,Good,No,1963-01-24,2019-08-26,Layoff
00-48668783,Ajiono,Damanik,Male,Jawa Barat,Bandung,2022-04-06,Operations,Inventory Specialist,High School,0,Indeed,6482756,Good,No,1979-01-28,2022-10-03,Layoff
00-70939053,Jaswadi,Samosir,Male,Jawa Barat,Bekasi,2016-11-26,Operations,Logistics Coordinator,Bachelor,0,Job Fair,12625153,Good,Yes,1985-04-02,2024-04-01,Layoff
00-93893865,Vivi,Hartati,Female,Jawa Barat,Bekasi,2020-06-25,Operations,Inventory Specialist,Bachelor,11,Other,7429529,Needs Improvement,Yes,2001-05-10,2022-07-23,Resignation
00-25405014,Heryanto,Sihotang,Male,Jakarta,Jakarta Pusat,2020-08-11,Customer Service,Support Specialist,High School,11,LinkedIn,7557134,Needs Improvement,No,1972-06-27,2022-07-22,Other
00-45652586,Febi,Sudiati,Female,Jawa Barat,Bandung,2023-07-11,Operations,Inventory Specialist,High School,10,Jobstreet,7023879,Excellent,No,1976-11-18,2024-01-07,Layoff
00-32269779,Lalita,Nasyiah,Female,Jawa Barat,Bekasi,2023-02-27,HR,HR Assistant,Bachelor,5,Indeed,6633845,Good,Yes,2001-08-19,2023-08-26,Other
00-86397676,Marwata,Situmorang,Male,Jawa Barat,Bekasi,2024-01-03,Finance,Accountant,Bachelor,0,Job Fair,19371908,Satisfactory,Yes,1972-04-01,2024-07-01,Other
00-72907576,Umi,Hastuti,Female,Sumatera Utara,Binjai,2022-10-30,Sales,Sales Consultant,Master,0,LinkedIn,19020636,Good,Yes,1999-11-07,2023-04-28,Resignation
00-46540265,Lintang,Novitasari,Female,Jawa Barat,Bekasi,2020-03-09,Customer Service,Support Specialist,Bachelor,0,Indeed,7178729,Needs Improvement,No,1995-01-12,2021-06-15,Other
00-20796722,Wani,Wulandari,Female,Jawa Barat,Bekasi,2020-06-29,Sales,Sales Specialist,Master,9,Jobstreet,13332481,Good,No,1972-08-19,2021-09-18,Other
00-53261270,Asirwanda,Setiawan,Male,Jawa Barat,Bogor,2021-04-07,IT,Software Developer,Master,7,Jobstreet,31662307,Good,No,1982-03-21,2021-10-04,Layoff
00-40725714,Zizi,Kusmawati,Female,Jawa Barat,Bandung,2024-06-26,Sales,Sales Consultant,PhD,0,Jobstreet,30477691,Satisfactory,Yes,1990-06-19,2024-12-23,Layoff
00-12784407,Cahyanto,Wacana,Male,Jawa Barat,Bogor,2024-06-29,Customer Service,Help Desk Technician,Bachelor,6,Jobstreet,6067594,Needs Improvement,No,1999-11-20,2024-12-26,Resignation
00-46173157,Mulyanto,Saptono,Male,Jawa Barat,Bandung,2020-08-05,Operations,Logistics Coordinator,Bachelor,0,Job Fair,5430838,Satisfactory,No,1982-01-04,2021-02-01,Layoff
00-79654147,Legawa,Manullang,Male,Jawa Barat,Bekasi,2022-10-21,Customer Service,Customer Service Representative,High School,12,Other,8837059,Good,No,1982-02-21,2023-04-19,Other
00-88561612,Maimunah,Widiastuti,Female,Jawa Barat,Bekasi,2019-06-15,Customer Service,Support Specialist,High School,17,Jobstreet,6520455,Good,Yes,1997-12-27,2019-12-12,Other
00-73083727,Radika,Saefullah,Male,Jawa Barat,Bogor,2018-06-23,Operations,Inventory Specialist,Bachelor,0,Job Fair,10708015,Satisfactory,Yes,1984-10-12,2021-06-13,Layoff
00-99943797,Usman,Hutapea,Male,Bali,Kuta,2016-10-15,IT,IT Support Specialist,High School,0,Other,5454795,Satisfactory,No,2004-08-07,2023-06-26,Resignation
00-65250068,Zelda,Yulianti,Female,Banten,Cilegon,2022-06-24,Operations,Operations Analyst,Master,0,LinkedIn,13278550,Satisfactory,No,1997-11-01,2022-12-21,Resignation
00-63747791,Eka,Waluyo,Male,Jawa Barat,Bogor,2023-04-07,IT,Software Developer,Bachelor,0,LinkedIn,28826257,Satisfactory,No,1968-08-27,2023-10-04,Health Reasons
00-71045700,Zaenab,Puspasari,Female,Jawa Barat,Bogor,2016-10-24,Marketing,Content Creator,Bachelor,0,Indeed,11019286,Satisfactory,No,1984-07-07,2019-10-29,Layoff
00-25558733,Prayogo,Rajata,Male,Jawa Barat,Bogor,2024-07-07,Operations,Logistics Coordinator,Bachelor,0,Other,8499171,Excellent,Yes,1975-05-18,2025-01-03,Layoff
00-79067939,Sari,Nasyidah,Female,Jawa Barat,Bekasi,2023-04-17,Operations,Logistics Coordinator,Bachelor,10,Indeed,14234717,Excellent,No,1970-04-25,2023-10-14,Other
00-82825679,Maida,Hartati,Female,Jawa Barat,Bandung,2019-10-05,Operations,Operations Analyst,Bachelor,0,LinkedIn,11516450,Good,No,1971-07-15,2020-04-02,Other
00-79583757,Edison,Lazuardi,Male,Jawa Barat,Bandung,2018-04-16,Operations,Logistics Coordinator,Bachelor,0,Company Website,6848962,Excellent,No,2004-02-23,2024-04-26,Resignation
00-69329732,Juli,Pertiwi,Female,Jawa Barat,Bandung,2022-12-13,Customer Service,Support Specialist,Bachelor,0,LinkedIn,6118732,Satisfactory,Yes,1979-06-30,2023-08-22,Other
00-83715012,Kayun,Gunarto,Male,Jawa Barat,Bandung,2017-02-23,Customer Service,Help Desk Technician,High School,13,Company Website,4579404,Good,Yes,1992-01-04,2020-10-19,Other
00-75056916,Cakrawangsa,Latupono,Male,Jawa Barat,Bekasi,2016-05-28,Operations,Logistics Coordinator,Bachelor,6,Jobstreet,10573501,Good,No,1961-12-04,2021-04-11,Layoff
00-42117961,Marsito,Hutagalung,Male,Jawa Barat,Bogor,2022-10-02,Customer Service,Customer Service Representative,High School,0,LinkedIn,8863141,Good,No,1977-01-10,2023-03-31,Health Reasons
00-11835355,Gabriella,Hassanah,Female,Jawa Barat,Bekasi,2020-06-10,Sales,Sales Representative,Bachelor,0,Jobstreet,5548025,Satisfactory,Yes,1983-11-18,2023-07-03,Health Reasons
00-25228493,Laila,Prastuti,Female,Jawa Barat,Bekasi,2019-07-30,Sales,Sales Consultant,Bachelor,0,LinkedIn,23030082,Satisfactory,Yes,1977-09-14,2021-09-08,Health Reasons
00-30665654,Jaka,Pranowo,Male,Jawa Barat,Bogor,2020-01-25,Operations,Inventory Specialist,High School,0,LinkedIn,9129919,Good,No,1989-12-16,2020-07-23,Layoff
00-78299645,Farhunnisa,Oktaviani,Female,Sumatera Utara,Tebing Tinggi,2022-06-01,Operations,Logistics Coordinator,Bachelor,0,Job Fair,5201956,Satisfactory,No,1988-08-15,2022-11-28,Layoff
00-74759996,Vera,Anggraini,Female,Jawa Barat,Bogor,2024-11-28,Sales,Sales Representative,Bachelor,0,Other,7226609,Satisfactory,No,2001-05-02,2025-05-27,Resignation
00-83989546,Tasnim,Wibowo,Male,Jakarta,Jakarta Pusat,2017-08-12,Finance,Financial Analyst,PhD,0,Job Fair,21643478,Good,Yes,1969-06-06,2019-02-04,Other
00-78214937,Harjasa,Permadi,Male,Jawa Barat,Bandung,2022-01-03,Operations,Operations Analyst,Bachelor,0,Jobstreet,14774126,Good,Yes,2002-12-24,2024-10-15,Resignation
00-19369750,Kamila,Pratiwi,Female,Banten,Cilegon,2017-10-20,Finance,Accountant,Bachelor,0,LinkedIn,20907827,Good,No,1970-05-16,2018-04-18,Health Reasons
00-78147397,Kayla,Oktaviani,Female,Jawa Barat,Bandung,2017-07-29,IT,System Administrator,Master,0,Company Website,18885249,Good,No,1975-03-21,2018-01-25,Health Reasons
00-50071487,Pangeran,Uwais,Male,Jawa Tengah,Semarang,2023-08-01,Operations,Logistics Coordinator,Bachelor,0,Company Website,5060894,Good,No,1987-11-30,2024-01-28,Layoff
00-75718414,Raharja,Sihombing,Male,Sumatera Utara,Binjai,2023-12-15,IT,System Administrator,Bachelor,0,Other,18002426,Excellent,No,1985-04-18,2024-06-12,Layoff
00-75007200,Gawati,Wahyuni,Female,Jawa Barat,Bogor,2018-03-27,Customer Service,Support Specialist,High School,0,Jobstreet,6878729,Good,Yes,1980-12-28,2019-05-18,Other
00-82937948,Empluk,Pratama,Male,Jawa Barat,Bekasi,2018-07-08,Customer Service,Customer Service Representative,Bachelor,0,Company Website,11172165,Good,No,1987-12-29,2021-12-16,Other
00-35320492,Alambana,Nababan,Male,Sumatera Utara,Binjai,2024-05-10,IT,Software Developer,Master,0,LinkedIn,30578650,Satisfactory,No,2001-05-06,2024-11-06,Other
00-61401477,Mulyono,Sirait,Male,Jakarta,Jakarta Barat,2017-11-06,Marketing,SEO Specialist,Bachelor,0,Company Website,14517498,Satisfactory,No,2001-08-01,2020-02-07,Resignation
