employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,absences,recruitment_source,salary,performance_rating,overtime,birthdate,termdate,termination_reason,long_time_hire,month_hire,month_term
00-70549373,Martana,Winarno,Male,Sumatera Utara,Binjai,2023-07-20,Finance,Accounts Payable Specialist,Bachelor,14,Jobstreet,15238187,Excellent,No,2000-07-07,2024-01-16,Resignation,1.0,7,1.0
00-61830338,Ghaliyati,Safitri,Female,Jawa Timur,Malang,2024-05-03,Finance,Financial Analyst,Bachelor,0,Indeed,17254557,Good,Yes,1965-05-09,2024-10-30,Other,0.0,5,10.0
00-97236246,Bakiono,Manullang,Male,DKI Jakarta,Jakarta Barat,2018-06-05,Customer Service,Support Specialist,High School,0,Other,6239728,Good,No,1978-02-04,2024-09-20,Health Reasons,6.0,6,9.0
00-15140967,Mulya,Mahendra,Male,Sumatera Utara,Binjai,2017-05-17,Sales,Sales Specialist,Master,0,Other,12297032,Good,No,1965-10-23,2024-04-09,Health Reasons,7.0,5,4.0
00-80260907,Chandra,Sitompul,Male,Bali,Ubud,2024-06-24,Customer Service,Help Desk Technician,Bachelor,15,Other,5670517,Needs Improvement,No,2000-03-29,2024-12-21,Resignation,0.0,6,12.0
00-36772387,Tedi,Hidayanto,Male,Jawa Timur,Blitar,2023-07-26,Operations,Operations Analyst,Bachelor,0,LinkedIn,16634554,Satisfactory,No,2004-06-30,2024-01-22,Resignation,1.0,7,1.0
00-59394697,Galang,Tarihoran,Male,Bali,Ubud,2019-04-29,Finance,Accountant,Bachelor,7,Company Website,20878308,Good,No,1994-02-14,2024-11-19,Layoff,5.0,4,11.0
00-69020451,Wardaya,Suryono,Male,Jawa Timur,Surabaya,2023-08-06,IT,Software Developer,Bachelor,14,Company Website,20147695,Needs Improvement,Yes,1991-11-04,2024-02-02,Performance Issues,1.0,8,2.0
00-95828117,Rahayu,Handayani,Female,Bali,Ubud,2024-01-03,Customer Service,Support Specialist,Bachelor,0,LinkedIn,6128884,Good,No,1984-11-14,2024-07-01,Other,0.0,1,7.0
00-31473054,Prakosa,Mahendra,Male,Banten,Tangerang,2024-04-15,Operations,Inventory Specialist,Bachelor,12,Indeed,7302839,Satisfactory,No,1966-07-13,2024-10-12,Health Reasons,0.0,4,10.0
00-25805613,Titin,Oktaviani,Female,Sulawesi Selatan,Pare-Pare,2017-04-16,Operations,Inventory Specialist,Bachelor,0,Jobstreet,5930637,Good,No,1971-04-25,2024-01-28,Layoff,7.0,4,1.0
00-19939096,Michelle,Riyanti,Female,Sumatera Utara,Binjai,2019-02-02,Operations,Inventory Specialist,Bachelor,0,Other,9945983,Excellent,No,1974-11-29,2024-10-07,Layoff,5.0,2,10.0
00-48971765,Harto,Mangunsong,Male,Banten,Serang,2023-09-29,Operations,Logistics Coordinator,Bachelor,0,Other,6147476,Good,Yes,1961-02-06,2024-03-27,Other,1.0,9,3.0
00-77493234,Sabrina,Permata,Female,Jawa Barat,Tasikmalaya,2023-11-12,Finance,Financial Analyst,Master,0,LinkedIn,19128891,Good,Yes,1963-05-18,2024-05-10,Layoff,1.0,11,5.0
00-56442431,Ilsa,Puspasari,Female,Jawa Barat,Bogor,2023-08-04,Sales,Sales Representative,Bachelor,0,Job Fair,13607974,Good,Yes,2000-03-29,2024-01-31,Resignation,1.0,8,1.0
00-20584397,Kamila,Widiastuti,Female,Jawa Timur,Malang,2017-01-28,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,10606721,Good,No,1970-11-28,2024-04-04,Other,7.0,1,4.0
00-89431184,Saka,Gunawan,Male,Jawa Timur,Madura,2023-08-13,Sales,Sales Specialist,Master,0,Other,18363711,Good,No,1990-01-03,2024-02-09,Layoff,1.0,8,2.0
00-16101779,Rusman,Suwarno,Male,Jawa Timur,Madura,2023-08-26,IT,IT Support Specialist,High School,0,Job Fair,8509420,Good,No,1979-09-10,2024-02-22,Health Reasons,1.0,8,2.0
00-42866956,Bakiadi,Ramadan,Male,DKI Jakarta,Jakarta Pusat,2023-08-24,Marketing,Marketing Coordinator,Bachelor,0,LinkedIn,14638711,Excellent,Yes,1981-10-31,2024-02-20,Health Reasons,1.0,8,2.0
00-53947691,Luhung,Hutagalung,Male,Jawa Tengah,Magelang,2024-05-01,IT,System Administrator,Bachelor,0,LinkedIn,16985978,Good,No,1982-04-19,2024-10-28,Other,0.0,5,10.0
00-71368457,Rina,Hasanah,Female,Jawa Timur,Surabaya,2024-04-22,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,8788921,Excellent,No,1993-12-08,2024-10-19,Other,0.0,4,10.0
00-73161098,Mumpuni,Prabowo,Male,Yogyakarta,Sleman,2017-07-05,Operations,Inventory Specialist,Bachelor,0,Jobstreet,10656965,Good,No,1978-03-01,2024-06-10,Other,7.0,7,6.0
00-24428014,Ajiman,Najmudin,Male,DKI Jakarta,Jakarta Timur,2019-04-23,Marketing,Content Creator,Bachelor,0,Company Website,12424382,Good,No,1990-05-14,2024-02-08,Layoff,5.0,4,2.0
00-77680031,Surya,Wijaya,Male,Jawa Timur,Blitar,2019-02-06,IT,IT Support Specialist,High School,0,LinkedIn,5714022,Good,Yes,2003-05-26,2024-10-16,Resignation,5.0,2,10.0
00-59070856,Jessica,Kuswandari,Female,Jawa Timur,Madura,2022-08-06,Customer Service,Customer Service Representative,Bachelor,0,Job Fair,6211417,Satisfactory,No,1991-08-22,2024-02-18,Other,2.0,8,2.0
00-97991930,Paris,Oktaviani,Female,Sulawesi Selatan,Makassar,2023-12-18,Sales,Sales Consultant,PhD,0,Indeed,23965598,Satisfactory,No,1986-02-14,2024-06-15,Other,1.0,12,6.0
00-77353073,Utama,Rajasa,Male,DKI Jakarta,Jakarta Barat,2023-02-23,Sales,Sales Specialist,PhD,0,LinkedIn,14130534,Good,No,1983-02-11,2024-03-31,Health Reasons,1.0,2,3.0
00-85280948,Darman,Wasita,Male,Jawa Barat,Depok,2018-06-14,Operations,Inventory Specialist,Bachelor,0,Indeed,7033862,Good,No,1985-01-11,2024-07-09,Layoff,6.0,6,7.0
00-74985553,Ana,Pertiwi,Female,Jawa Timur,Blitar,2017-12-05,Marketing,Content Creator,Bachelor,0,LinkedIn,11624695,Good,No,1975-12-25,2024-01-15,Health Reasons,7.0,12,1.0
00-56323191,Ajiman,Mahendra,Male,DKI Jakarta,Jakarta Timur,2024-03-19,Finance,Accountant,Bachelor,0,Jobstreet,13103971,Satisfactory,No,1988-08-04,2024-09-15,Other,0.0,3,9.0
00-56488123,Rachel,Wastuti,Female,Jawa Timur,Madiun,2024-06-03,Operations,Logistics Coordinator,Bachelor,6,Jobstreet,13615267,Excellent,No,1992-01-12,2024-11-30,Layoff,0.0,6,11.0
00-15006085,Kenari,Ramadan,Male,Sumatera Utara,Tebing Tinggi,2023-10-15,Sales,Sales Representative,Bachelor,0,Indeed,13986290,Satisfactory,Yes,1988-10-14,2024-04-12,Layoff,1.0,10,4.0
00-33593960,Ophelia,Anggraini,Female,Jawa Tengah,Magelang,2024-05-22,Customer Service,Help Desk Technician,High School,0,LinkedIn,5377050,Good,No,1988-07-12,2024-11-18,Layoff,0.0,5,11.0
00-63283709,Jarwadi,Damanik,Male,Jawa Timur,Surabaya,2023-08-20,Operations,Logistics Coordinator,Bachelor,12,Job Fair,12273723,Needs Improvement,No,1962-08-31,2024-02-16,Performance Issues,1.0,8,2.0
00-48851599,Kasiyah,Namaga,Female,Yogyakarta,Sleman,2023-09-30,Operations,Logistics Coordinator,Bachelor,0,Job Fair,12740406,Good,No,1968-09-02,2024-03-28,Other,1.0,9,3.0
00-70981700,Oskar,Sitompul,Male,Yogyakarta,Sleman,2023-08-18,Sales,Sales Representative,Bachelor,0,LinkedIn,11494917,Good,Yes,1996-07-16,2024-02-14,Layoff,1.0,8,2.0
00-55246430,Natalia,Mayasari,Female,DKI Jakarta,Jakarta Timur,2023-10-23,Marketing,Content Creator,Bachelor,0,Jobstreet,10629425,Good,Yes,1963-02-19,2024-04-20,Other,1.0,10,4.0
00-53433080,Galak,Rajasa,Male,Banten,Serang,2024-05-25,Sales,Sales Specialist,Master,0,LinkedIn,16525839,Good,No,1992-07-21,2024-11-21,Other,0.0,5,11.0
00-59330907,Kiandra,Padmasari,Female,Jawa Barat,Bogor,2021-12-21,Finance,Finance Manager,PhD,0,LinkedIn,87358809,Good,Yes,1962-06-16,2024-06-01,Layoff,3.0,12,6.0
00-82144402,Bakda,Utama,Male,Lampung,Bandar Lampung,2023-06-04,Customer Service,Help Desk Technician,High School,0,LinkedIn,6398658,Good,No,1984-06-05,2024-08-07,Other,1.0,6,8.0
00-20988446,Galur,Habibi,Male,Jawa Timur,Malang,2020-01-30,Sales,Sales Representative,Bachelor,0,Jobstreet,14275156,Good,No,2003-01-31,2024-03-29,Resignation,4.0,1,3.0
00-82633735,Ghani,Najmudin,Male,Sulawesi Selatan,Makassar,2024-05-19,Operations,Inventory Specialist,Bachelor,0,LinkedIn,5617357,Good,Yes,1976-07-14,2024-11-15,Layoff,0.0,5,11.0
00-33954324,Drajat,Hakim,Male,Jawa Timur,Malang,2024-01-10,Sales,Sales Representative,Bachelor,6,LinkedIn,6712358,Satisfactory,No,1990-08-27,2024-07-08,Layoff,0.0,1,7.0
00-16533225,Elvin,Maryadi,Male,Jawa Barat,Depok,2017-11-06,IT,IT Support Specialist,Bachelor,0,LinkedIn,9485179,Satisfactory,No,1972-03-24,2024-03-31,Health Reasons,7.0,11,3.0
00-61157708,Pranawa,Putra,Male,Jawa Timur,Malang,2023-10-27,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,8768757,Satisfactory,No,1970-10-23,2024-04-24,Other,1.0,10,4.0
00-72146184,Tomi,Wibisono,Male,Sulawesi Selatan,Gowa,2023-07-21,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,10880162,Good,No,1984-08-16,2024-01-17,Other,1.0,7,1.0
00-20612653,Taswir,Dabukke,Male,Jawa Tengah,Semarang,2023-10-31,Operations,Inventory Specialist,High School,11,Job Fair,5156706,Good,Yes,1973-08-17,2024-04-28,Layoff,1.0,10,4.0
00-15307982,Darmanto,Natsir,Male,Jawa Barat,Purwakarta,2023-12-11,IT,System Administrator,Master,0,Indeed,17948229,Satisfactory,Yes,1986-11-13,2024-06-08,Layoff,1.0,12,6.0
00-12058055,Puspa,Puspasari,Female,Banten,Serang,2017-02-15,Operations,Inventory Specialist,Bachelor,12,LinkedIn,9011644,Satisfactory,No,1992-01-18,2024-11-23,Health Reasons,7.0,2,11.0
00-52980983,Syahrini,Palastri,Female,Jawa Barat,Bogor,2023-08-26,Customer Service,Help Desk Technician,High School,20,Jobstreet,6485901,Needs Improvement,No,1982-07-20,2024-02-22,Performance Issues,1.0,8,2.0
00-28453800,Hairyanto,Rajasa,Male,Bali,Kuta,2023-07-24,Finance,Accountant,Bachelor,0,Other,20415938,Satisfactory,Yes,1968-10-14,2024-01-20,Health Reasons,1.0,7,1.0
00-92747827,Bakti,Dongoran,Male,Banten,Serang,2024-04-15,Sales,Sales Specialist,PhD,0,Other,11598861,Needs Improvement,Yes,1970-05-13,2024-10-12,Performance Issues,0.0,4,10.0
00-81905550,Warji,Suwarno,Male,Jawa Tengah,Semarang,2023-09-21,Marketing,Marketing Coordinator,Bachelor,0,Jobstreet,8882457,Satisfactory,No,1974-02-15,2024-03-19,Layoff,1.0,9,3.0
00-60903955,Adika,Habibi,Male,DKI Jakarta,Jakarta Barat,2018-06-06,Customer Service,Support Specialist,Bachelor,0,Jobstreet,6579955,Satisfactory,No,1996-12-08,2024-07-27,Health Reasons,6.0,6,7.0
00-14416002,Leo,Siregar,Male,Yogyakarta,Sleman,2017-08-11,Customer Service,Help Desk Technician,Bachelor,0,Jobstreet,7288844,Good,No,1970-05-20,2024-03-19,Layoff,7.0,8,3.0
00-63458386,Putu,Narpati,Male,Jawa Tengah,Semarang,2023-07-23,Operations,Inventory Specialist,High School,13,Indeed,5365800,Needs Improvement,Yes,1980-08-18,2024-01-19,Performance Issues,1.0,7,1.0
00-10697290,Raden,Tarihoran,Male,Jawa Timur,Madura,2023-11-15,IT,Software Developer,Master,0,Jobstreet,30405111,Satisfactory,No,1993-03-27,2024-05-13,Other,1.0,11,5.0
00-65540647,Maman,Maheswara,Male,Jawa Timur,Surabaya,2018-01-12,Customer Service,Customer Service Representative,High School,0,Indeed,6747633,Good,No,1977-09-19,2024-10-07,Other,6.0,1,10.0
00-85099723,Tira,Halimah,Female,Jawa Tengah,Semarang,2023-03-11,Customer Service,Customer Service Representative,Bachelor,0,LinkedIn,9688192,Satisfactory,Yes,1999-07-18,2024-04-24,Resignation,1.0,3,4.0
00-43782566,Tiara,Laksmiwati,Female,Jawa Timur,Surabaya,2023-07-09,IT,System Administrator,Bachelor,9,Other,20051008,Needs Improvement,No,2000-03-25,2024-01-05,Resignation,1.0,7,1.0
00-54589439,Ellis,Yuniar,Female,Jawa Tengah,Magelang,2023-11-29,Operations,Inventory Specialist,Bachelor,0,Jobstreet,7783657,Good,Yes,1992-01-31,2024-05-27,Other,1.0,11,5.0
00-97380687,Taswir,Tarihoran,Male,Jawa Tengah,Magelang,2023-09-06,Marketing,Content Creator,High School,15,Company Website,13472180,Needs Improvement,No,1995-01-20,2024-03-04,Performance Issues,1.0,9,3.0
00-47621248,Daniswara,Situmorang,Male,DKI Jakarta,Jakarta Pusat,2023-09-14,Operations,Logistics Coordinator,Bachelor,5,Other,10214274,Satisfactory,No,1991-07-08,2024-03-12,Layoff,1.0,9,3.0
00-25285764,Jamalia,Yolanda,Female,Jawa Barat,Bekasi,2024-05-07,Operations,Inventory Specialist,High School,0,LinkedIn,7577949,Satisfactory,No,1998-03-19,2024-11-03,Resignation,0.0,5,11.0
00-71957885,Kemal,Sirait,Male,Sulawesi Selatan,Pare-Pare,2023-07-18,Operations,Operations Analyst,Master,0,Job Fair,16031174,Good,No,1972-08-21,2024-01-14,Layoff,1.0,7,1.0
00-49101812,Umar,Napitupulu,Male,Lampung,Bandar Lampung,2023-10-25,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,16283164,Satisfactory,Yes,1998-10-10,2024-04-22,Resignation,1.0,10,4.0
00-64914054,Xanana,Winarno,Male,Jawa Tengah,Magelang,2022-10-20,Operations,Inventory Specialist,High School,0,LinkedIn,8526981,Satisfactory,No,1995-07-08,2024-05-31,Layoff,2.0,10,5.0
00-77996397,Natalia,Nurdiyanti,Female,Banten,Tangerang,2024-03-14,Customer Service,Support Specialist,High School,19,LinkedIn,5174184,Good,Yes,1971-09-29,2024-09-10,Misconduct,0.0,3,9.0
00-82966824,Kawaya,Mansur,Male,Jawa Barat,Bogor,2015-12-06,Customer Service,Help Desk Technician,Bachelor,0,LinkedIn,6016822,Good,Yes,1993-06-04,2024-05-01,Layoff,9.0,12,5.0
00-23102741,Tari,Astuti,Female,DKI Jakarta,Jakarta Barat,2019-11-29,Marketing,Marketing Manager,PhD,0,Other,26233115,Good,Yes,1970-09-07,2024-02-21,Layoff,5.0,11,2.0
00-92424037,Tirtayasa,Hidayat,Male,Jawa Timur,Madiun,2023-11-06,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,13036699,Satisfactory,Yes,1977-04-21,2024-05-04,Other,1.0,11,5.0
00-49922369,Dina,Yolanda,Female,Banten,Serang,2024-04-28,Customer Service,Support Specialist,High School,0,Jobstreet,6089787,Good,No,1981-12-20,2024-10-25,Layoff,0.0,4,10.0
00-87149161,Nyoman,Suwarno,Male,Jawa Barat,Depok,2018-01-05,Sales,Sales Specialist,Master,0,LinkedIn,14859411,Good,Yes,1966-03-26,2024-02-18,Health Reasons,6.0,1,2.0
00-17195581,Jefri,Thamrin,Male,Jawa Timur,Malang,2023-10-08,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,14779248,Good,Yes,1973-01-02,2024-04-05,Health Reasons,1.0,10,4.0
00-32448383,Mutia,Rahimah,Female,Jawa Timur,Madura,2016-05-31,Customer Service,Customer Service Representative,Bachelor,0,Job Fair,6218991,Excellent,Yes,1992-02-12,2024-01-10,Other,8.0,5,1.0
00-82156607,Rama,Sitorus,Male,Sumatera Utara,Binjai,2017-10-28,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,8316236,Good,Yes,1968-06-28,2024-03-12,Other,7.0,10,3.0
00-25328557,Rina,Hasanah,Female,Jawa Timur,Madura,2017-07-11,Marketing,SEO Specialist,Bachelor,0,LinkedIn,15732948,Good,No,1977-01-12,2024-05-20,Other,7.0,7,5.0
00-57060874,Jindra,Gunawan,Male,Jawa Timur,Madiun,2023-11-24,IT,System Administrator,Master,0,LinkedIn,19849474,Good,Yes,1982-11-11,2024-05-22,Layoff,1.0,11,5.0
00-94263610,Pranata,Sinaga,Male,Jawa Tengah,Surakarta,2019-12-23,Sales,Sales Representative,Bachelor,6,LinkedIn,6197778,Satisfactory,No,1974-06-10,2024-10-23,Layoff,5.0,12,10.0
00-95044078,Mariadi,Pranowo,Male,Jawa Barat,Depok,2023-05-17,IT,Software Developer,Bachelor,0,Other,33983858,Good,No,1988-05-16,2024-11-20,Health Reasons,1.0,5,11.0
00-71028216,Keisha,Suartini,Female,Jawa Tengah,Semarang,2024-01-30,Sales,Sales Representative,Bachelor,0,Other,5319201,Good,No,1997-02-25,2024-07-28,Resignation,0.0,1,7.0
00-10331931,Yoga,Sitompul,Male,Jawa Timur,Malang,2023-11-15,Marketing,Marketing Coordinator,Bachelor,15,Job Fair,15915338,Good,Yes,1970-03-19,2024-05-13,Other,1.0,11,5.0
00-18500100,Devi,Mardhiyah,Female,Sulawesi Selatan,Pare-Pare,2023-12-28,Sales,Sales Representative,Bachelor,0,LinkedIn,5990919,Good,No,1971-04-15,2024-06-25,Layoff,1.0,12,6.0
00-53334226,Genta,Agustina,Female,Sumatera Utara,Tebing Tinggi,2023-10-03,Finance,Accounts Payable Specialist,Bachelor,0,Other,6214350,Excellent,No,1967-05-14,2024-04-15,Health Reasons,1.0,10,4.0
00-87568940,Emin,Pradipta,Male,DKI Jakarta,Jakarta Pusat,2017-09-03,Marketing,Content Creator,Bachelor,0,LinkedIn,7176419,Good,No,1981-09-29,2024-04-07,Layoff,7.0,9,4.0
00-56135950,Kenari,Prabowo,Male,Banten,Cilegon,2023-07-13,IT,System Administrator,Master,0,Other,11512894,Good,Yes,1976-08-31,2024-01-09,Other,1.0,7,1.0
00-26674831,Ganjaran,Hutagalung,Male,DKI Jakarta,Jakarta Timur,2024-04-10,Sales,Sales Consultant,Bachelor,0,LinkedIn,23666624,Needs Improvement,No,1966-04-29,2024-10-07,Other,0.0,4,10.0
00-27705074,Ami,Oktaviani,Female,Banten,Serang,2023-08-12,Customer Service,Support Specialist,High School,0,Company Website,4572128,Good,No,2000-09-18,2024-02-08,Resignation,1.0,8,2.0
00-27810664,Darimin,Waluyo,Male,Jawa Tengah,Magelang,2020-11-11,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,10198690,Good,No,1993-11-02,2024-07-21,Other,4.0,11,7.0
00-26185823,Elvin,Latupono,Male,Jawa Tengah,Magelang,2023-10-25,Marketing,Marketing Coordinator,Bachelor,14,LinkedIn,12862998,Needs Improvement,Yes,1980-03-28,2024-04-22,Other,1.0,10,4.0
00-21989814,Prasetyo,Sirait,Male,Banten,Tangerang,2022-10-25,Operations,Inventory Specialist,High School,0,LinkedIn,9720748,Satisfactory,No,1981-05-19,2024-12-06,Health Reasons,2.0,10,12.0
00-98369672,Titin,Laksita,Female,Yogyakarta,Sleman,2023-10-21,Finance,Accountant,Bachelor,11,Company Website,17096987,Excellent,Yes,2004-01-03,2024-04-18,Resignation,1.0,10,4.0
00-59044830,Tari,Melani,Female,Jawa Tengah,Semarang,2020-01-19,Operations,Inventory Specialist,Bachelor,0,Jobstreet,6634791,Satisfactory,No,2001-02-10,2024-07-29,Resignation,4.0,1,7.0
00-73218512,Keisha,Fujiati,Female,Jawa Timur,Blitar,2023-11-15,Operations,Inventory Specialist,High School,0,Company Website,8458346,Good,No,1999-03-28,2024-05-13,Resignation,1.0,11,5.0
00-15345470,Tari,Nurdiyanti,Female,Jawa Tengah,Semarang,2024-06-23,Operations,Logistics Coordinator,Bachelor,12,Company Website,6871167,Good,Yes,1993-05-19,2024-12-20,Health Reasons,0.0,6,12.0
00-37272705,Tami,Maryati,Female,Bali,Ubud,2024-05-24,IT,IT Support Specialist,High School,0,Jobstreet,5741564,Good,No,1993-02-24,2024-11-20,Other,0.0,5,11.0
00-42813517,Karen,Winarsih,Female,DKI Jakarta,Jakarta Pusat,2016-11-18,Operations,Inventory Specialist,Bachelor,15,Company Website,7432187,Good,No,1990-05-22,2024-02-25,Layoff,8.0,11,2.0
00-15910667,Fitria,Handayani,Female,Sulawesi Selatan,Pare-Pare,2023-07-10,Operations,Inventory Specialist,High School,0,LinkedIn,8611607,Good,Yes,1977-07-21,2024-04-09,Layoff,1.0,7,4.0
00-34019729,Mulyono,Dongoran,Male,Jawa Timur,Surabaya,2023-10-06,Finance,Accounts Payable Specialist,Bachelor,0,Jobstreet,9478043,Good,Yes,1996-10-08,2024-04-03,Health Reasons,1.0,10,4.0
00-65869014,Daru,Firmansyah,Male,Bali,Kuta,2023-09-16,IT,IT Manager,PhD,0,Job Fair,35021218,Needs Improvement,Yes,1977-02-02,2024-03-14,Other,1.0,9,3.0
00-63811222,Salwa,Yolanda,Female,Jawa Timur,Malang,2016-08-28,Customer Service,Support Specialist,High School,0,Jobstreet,4394420,Good,No,1977-02-22,2024-12-06,Layoff,8.0,8,12.0
00-47890586,Agus,Adriansyah,Male,Jawa Timur,Malang,2023-07-13,Operations,Inventory Specialist,High School,18,Jobstreet,9671222,Good,Yes,1999-10-23,2024-01-09,Resignation,1.0,7,1.0
00-76217748,Tami,Usamah,Female,DKI Jakarta,Jakarta Pusat,2023-10-22,Customer Service,Customer Service Representative,Bachelor,0,LinkedIn,9999481,Satisfactory,No,2002-11-22,2024-04-19,Resignation,1.0,10,4.0
00-10856024,Cinta,Wastuti,Female,Jawa Tengah,Magelang,2024-02-24,IT,Software Developer,Bachelor,0,Other,26632772,Good,Yes,1985-01-04,2024-08-22,Layoff,0.0,2,8.0
00-47557512,Tami,Novitasari,Female,DKI Jakarta,Jakarta Timur,2016-04-19,Operations,Inventory Specialist,Bachelor,11,LinkedIn,6550963,Needs Improvement,No,1999-03-11,2024-10-06,Resignation,8.0,4,10.0
00-95525640,Harjasa,Nainggolan,Male,DKI Jakarta,Jakarta Pusat,2023-07-21,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,6865249,Satisfactory,Yes,1974-07-09,2024-01-17,Other,1.0,7,1.0
00-52688984,Sidiq,Hardiansyah,Male,Jawa Barat,Purwakarta,2019-11-22,IT,Software Developer,Master,0,Job Fair,21981870,Satisfactory,Yes,1984-12-10,2024-09-09,Layoff,5.0,11,9.0
00-36592965,Ulya,Laksmiwati,Female,Jawa Timur,Madura,2023-10-15,IT,Software Developer,Bachelor,0,Jobstreet,17702797,Satisfactory,Yes,1982-12-08,2024-04-12,Layoff,1.0,10,4.0
00-94597104,Shakila,Hasanah,Female,Bali,Ubud,2024-07-01,Operations,Inventory Specialist,High School,0,Job Fair,6045333,Good,No,1996-03-19,2024-12-28,Other,0.0,7,12.0
00-15730602,Gamanto,Budiman,Male,Sumatera Utara,Medan,2023-08-20,Finance,Financial Analyst,Bachelor,13,Indeed,30544285,Good,No,1964-08-24,2024-02-16,Other,1.0,8,2.0
00-49608344,Candra,Nainggolan,Male,DKI Jakarta,Jakarta Barat,2020-09-16,Customer Service,Help Desk Technician,Bachelor,0,LinkedIn,6654516,Good,Yes,1999-05-17,2024-01-20,Resignation,4.0,9,1.0
00-18184472,Mahesa,Hutagalung,Male,Bali,Denpasar,2016-09-26,HR,Recruiter,Bachelor,0,LinkedIn,17085357,Satisfactory,Yes,1982-04-17,2024-03-18,Other,8.0,9,3.0
00-94658420,Agnes,Purnawati,Female,Jawa Barat,Depok,2024-06-11,Sales,Sales Specialist,Master,0,Jobstreet,14315687,Satisfactory,Yes,1982-02-16,2024-12-08,Layoff,0.0,6,12.0
00-12621269,Prabawa,Mansur,Male,DKI Jakarta,Jakarta Timur,2024-02-07,Sales,Sales Representative,Bachelor,0,Other,9128058,Good,No,1981-10-14,2024-08-05,Layoff,0.0,2,8.0
00-34134478,Baktiono,Budiman,Male,Sumatera Utara,Tebing Tinggi,2015-02-02,Sales,Sales Representative,Bachelor,8,Other,17798148,Satisfactory,Yes,1987-10-30,2024-07-25,Other,9.0,2,7.0
00-13933043,Kadir,Gunawan,Male,Jawa Tengah,Semarang,2023-08-06,Operations,Inventory Specialist,Bachelor,0,Company Website,9088449,Satisfactory,No,1997-06-15,2024-02-02,Resignation,1.0,8,2.0
00-33315234,Ella,Suartini,Female,Jawa Timur,Madiun,2017-03-03,Marketing,Content Creator,Bachelor,0,LinkedIn,8451082,Satisfactory,No,1967-12-01,2024-01-21,Layoff,7.0,3,1.0
00-58155056,Hasna,Pratiwi,Female,Sumatera Utara,Medan,2024-04-07,Sales,Sales Representative,Bachelor,0,LinkedIn,5489878,Excellent,Yes,2000-09-25,2024-10-04,Resignation,0.0,4,10.0
00-57201978,Dalima,Hassanah,Female,Jawa Barat,Tasikmalaya,2024-03-02,Customer Service,Support Specialist,Bachelor,12,Job Fair,5475330,Good,No,1987-12-06,2024-08-29,Other,0.0,3,8.0
00-85579195,Enteng,Pranowo,Male,DKI Jakarta,Jakarta Barat,2024-04-19,Customer Service,Support Specialist,Bachelor,0,LinkedIn,5749445,Excellent,No,1997-02-27,2024-10-16,Resignation,0.0,4,10.0
00-33818260,Agnes,Suryatmi,Female,DKI Jakarta,Jakarta Pusat,2024-05-01,Marketing,Content Creator,Bachelor,0,Job Fair,14109041,Good,No,1981-09-30,2024-10-28,Health Reasons,0.0,5,10.0
00-12941099,Raina,Suartini,Female,Bali,Ubud,2017-10-20,Sales,Sales Specialist,Bachelor,0,Other,17047176,Good,No,1978-03-23,2024-06-03,Layoff,7.0,10,6.0
