"employee_id","first_name","last_name","gender","province","city","hiredate","department","job_title","education_level","absences","recruitment_source","salary","performance_rating","overtime","birthdate","termdate","termination_reason"
"00-31361812",Nasim,Narpati,Male,Jawa Barat,Bandung,2022-03-21,Customer Service,Support Specialist,Bachelor,0,Jobstreet,6082531,Good,Yes,1993-02-09,2022-09-17,Layoff
"00-44788100",Mahfud,Simanjuntak,Male,Jawa Barat,Bandung,2022-11-28,Sales,Sales Representative,Bachelor,10,Jobstreet,14451062,Good,No,1988-01-19,2023-05-27,Layoff
"00-79967676",Eman,Ramadan,Male,Jawa Barat,Bogor,2019-07-09,Operations,Operations Analyst,Master,0,Indeed,20205273,Good,No,1986-04-14,2021-12-14,Health Reasons
"00-69038700",Hafshah,Farida,Female,Jawa Barat,Bogor,2016-02-05,Operations,Inventory Specialist,Bachelor,0,Jobstreet,6486753,Good,Yes,1995-12-05,2021-10-15,Layoff
"00-46468984",Siska,Utami,Female,Jakarta,Jakarta Timur,2018-11-19,IT,Software Developer,Bachelor,0,LinkedIn,17805054,Satisfactory,No,2001-11-02,2023-09-15,Resignation
"00-28572252",Ika,Fujiati,Female,Jawa Barat,Bogor,2017-01-02,Operations,Logistics Coordinator,Bachelor,0,Indeed,6797713,Satisfactory,No,1989-01-11,2018-06-08,Layoff
"00-30509175",Ganda,Winarno,Male,Jawa Barat,Bekasi,2022-02-20,Sales,Sales Specialist,Master,0,Job Fair,14820989,Good,No,1989-02-21,2022-08-19,Layoff
"00-64707061",Makuta,Mustofa,Male,Jawa Barat,Bekasi,2018-03-04,Sales,Sales Manager,Master,6,Company Website,25209627,Good,No,1987-07-04,2021-08-14,Other
"00-18357162",Opung,Prasetya,Male,Jawa Barat,Bekasi,2017-08-03,Sales,Sales Representative,Bachelor,0,Indeed,14321163,Satisfactory,No,1998-07-20,2019-02-27,Resignation
"00-87267850",Ajeng,Halimah,Female,Jawa Barat,Bekasi,2018-01-30,Customer Service,Customer Service Manager,Bachelor,7,Job Fair,16118643,Satisfactory,No,1995-02-17,2022-09-07,Other
"00-50079111",Shakila,Lestari,Female,Jawa Barat,Bandung,2022-07-31,Sales,Sales Specialist,Master,0,LinkedIn,13567988,Good,No,1986-06-01,2023-01-27,Layoff
"00-83300637",Argono,Nashiruddin,Male,Jawa Barat,Bekasi,2023-08-15,Customer Service,Help Desk Technician,High School,0,Other,5630793,Satisfactory,No,1984-06-14,2024-06-12,Layoff
"00-39450273",Kusuma,Hidayanto,Male,Sumatera Utara,Medan,2017-06-16,Operations,Logistics Coordinator,Bachelor,9,Other,10323208,Good,No,2003-01-03,2017-12-13,Resignation
"00-62191530",Dian,Fujiati,Female,Jawa Barat,Bekasi,2018-04-30,IT,IT Support Specialist,High School,0,Company Website,5835986,Excellent,No,1983-11-27,2022-08-29,Health Reasons
"00-64266464",Galih,Widodo,Male,Sulawesi Selatan,Pare-Pare,2022-12-01,Operations,Inventory Specialist,Bachelor,0,LinkedIn,8413470,Satisfactory,Yes,1973-07-19,2023-05-30,Layoff
"00-93517915",Azalea,Rahayu,Female,Sumatera Utara,Tebing Tinggi,2020-03-22,Operations,Operations Analyst,Bachelor,0,Company Website,17667589,Good,No,1973-07-19,2020-09-18,Layoff
"00-85751409",Mahmud,Maheswara,Male,Sumatera Utara,Binjai,2022-09-17,Sales,Sales Specialist,PhD,0,LinkedIn,17436599,Good,No,1965-04-23,2023-04-02,Health Reasons
"00-67527432",Baktiono,Nugroho,Male,Jawa Barat,Bogor,2017-10-30,Sales,Sales Representative,Bachelor,8,Jobstreet,16964113,Good,No,2000-03-11,2021-02-03,Resignation
"00-16749089",Kurnia,Putra,Male,Jawa Barat,Bekasi,2017-08-30,Customer Service,Help Desk Technician,High School,0,LinkedIn,4716124,Good,No,1983-08-01,2020-08-09,Health Reasons
"00-71028710",Pangestu,Hutagalung,Male,Jawa Barat,Bekasi,2018-12-26,Sales,Sales Representative,Bachelor,0,Company Website,6938185,Good,No,1991-12-27,2021-12-11,Layoff
"00-66581473",Gilda,Lailasari,Female,Jawa Barat,Bandung,2017-11-07,Operations,Operations Analyst,Bachelor,0,Company Website,14764280,Good,No,1981-11-22,2018-05-06,Other
"00-12601580",Rosman,Irawan,Male,Sumatera Utara,Tebing Tinggi,2022-12-09,Marketing,Marketing Coordinator,Bachelor,15,Other,18153428,Good,No,1968-08-06,2023-06-07,Health Reasons
"00-40094589",Hendri,Budiman,Male,Jawa Barat,Bekasi,2022-03-11,Customer Service,Customer Service Manager,PhD,0,Other,20724021,Good,Yes,1989-03-15,2022-09-07,Health Reasons
"00-12735359",Laras,Nasyiah,Female,Bali,Kuta,2021-04-14,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,15474945,Needs Improvement,No,1964-09-20,2023-11-23,Other
"00-73560289",Endah,Hastuti,Female,Sulawesi Selatan,Gowa,2022-05-29,Customer Service,Help Desk Technician,Bachelor,0,Company Website,4983535,Good,No,1971-03-07,2022-11-25,Other
"00-72415804",Ani,Yulianti,Female,Jawa Barat,Bandung,2022-03-28,Sales,Sales Representative,Bachelor,9,Job Fair,11724794,Satisfactory,No,1992-09-12,2022-09-24,Layoff
"00-91321540",Farah,Yuniar,Female,Bali,Denpasar,2021-05-16,Operations,Logistics Coordinator,Bachelor,0,Other,11185826,Satisfactory,Yes,1983-03-27,2021-11-12,Other
"00-25372341",Gaduh,Zulkarnain,Male,Sumatera Utara,Binjai,2023-11-05,Operations,Logistics Coordinator,Bachelor,12,Indeed,14568616,Good,No,2002-08-27,2024-05-03,Resignation
"00-24508768",Teddy,Latupono,Male,Jawa Barat,Bogor,2020-03-27,Sales,Sales Representative,Bachelor,0,LinkedIn,14290766,Good,No,1992-04-17,2024-02-25,Layoff
"00-60372847",Aisyah,Melani,Female,Jawa Barat,Bandung,2019-06-04,Sales,Sales Representative,Bachelor,0,Job Fair,15250568,Good,No,1994-08-04,2020-04-28,Layoff
"00-20200074",Gambira,Mandala,Male,Jawa Barat,Bandung,2020-12-01,Sales,Sales Consultant,Master,0,Other,17940423,Good,No,1973-06-21,2021-05-30,Layoff
"00-23676961",Bagiya,Winarno,Male,Sulawesi Selatan,Makassar,2022-04-19,Finance,Accountant,Bachelor,0,Jobstreet,22127168,Good,Yes,1978-02-17,2022-10-16,Layoff
"00-90585882",Kamaria,Winarsih,Female,Sulawesi Selatan,Gowa,2023-06-05,Operations,Logistics Coordinator,Bachelor,14,Other,15300057,Good,Yes,2001-10-11,2023-12-02,Resignation
"00-15512205",Shania,Zulaika,Female,Jakarta,Jakarta Timur,2018-05-09,IT,IT Support Specialist,High School,10,LinkedIn,5043300,Satisfactory,Yes,2003-03-20,2018-11-05,Resignation
"00-59737181",Ana,Halimah,Female,Jawa Barat,Bekasi,2016-12-06,Operations,Inventory Specialist,Bachelor,0,Company Website,8149978,Good,No,1978-11-25,2021-06-13,Layoff
"00-11698142",Elon,Irawan,Male,Jawa Barat,Bogor,2023-08-14,Sales,Sales Specialist,Bachelor,0,Indeed,15142261,Good,Yes,2004-07-25,2024-02-10,Resignation
"00-68186525",Hani,Astuti,Female,Jawa Barat,Bekasi,2024-02-12,Sales,Sales Specialist,Master,0,LinkedIn,19409324,Good,Yes,1991-10-03,2024-08-10,Other
"00-71705170",Rina,Usamah,Female,Jawa Barat,Bandung,2022-05-15,Operations,Logistics Coordinator,Bachelor,0,Other,9278294,Satisfactory,No,1987-07-05,2022-11-11,Layoff
"00-80027662",Titi,Pertiwi,Female,Sumatera Utara,Medan,2024-06-18,IT,IT Support Specialist,High School,10,LinkedIn,5870815,Good,No,1967-08-09,2024-12-15,Other
"00-82232344",Luluh,Rajasa,Male,Jawa Barat,Bekasi,2023-02-14,IT,System Administrator,Bachelor,0,Jobstreet,13234152,Good,No,1991-04-18,2023-08-13,Other
"00-89520597",Kiandra,Melani,Female,Sumatera Utara,Tebing Tinggi,2017-04-09,Customer Service,Customer Service Representative,Bachelor,0,Company Website,9120411,Satisfactory,No,1977-10-27,2024-11-08,Other
"00-21631697",Artawan,Thamrin,Male,Jawa Barat,Bogor,2017-06-19,Sales,Sales Representative,Bachelor,0,Company Website,12295512,Satisfactory,No,1984-11-01,2021-04-18,Layoff
"00-72372114",Abyasa,Rajata,Male,Sumatera Utara,Medan,2020-12-25,Operations,Logistics Coordinator,Bachelor,11,Job Fair,10094986,Excellent,Yes,1999-02-08,2021-06-23,Other
"00-55150390",Reksa,Santoso,Male,Sulawesi Selatan,Gowa,2015-09-24,Sales,Sales Representative,Bachelor,0,Company Website,6787584,Good,Yes,1986-01-30,2021-12-11,Health Reasons
"00-75437844",Tantri,Mulyani,Female,Jawa Barat,Bandung,2017-05-22,IT,System Administrator,Bachelor,0,LinkedIn,14601050,Satisfactory,No,1967-03-04,2018-03-21,Health Reasons
"00-47535126",Irfan,Firmansyah,Male,Jawa Barat,Bandung,2023-09-15,Operations,Operations Analyst,Bachelor,0,Indeed,22346301,Excellent,No,1991-07-26,2024-03-13,Layoff
"00-84597009",Viman,Marbun,Male,Jawa Barat,Bogor,2015-08-31,Operations,Inventory Specialist,High School,0,Other,7190538,Good,No,1988-12-02,2024-03-21,Layoff
"00-42394260",Galar,Sitompul,Male,Jawa Barat,Bekasi,2022-11-26,Marketing,Marketing Coordinator,Bachelor,0,LinkedIn,9045088,Good,No,1965-03-17,2024-04-08,Layoff
"00-42255732",Bancar,Tarihoran,Male,Jawa Barat,Bogor,2022-12-16,Finance,Financial Analyst,PhD,0,LinkedIn,27326402,Good,No,1978-10-23,2023-06-14,Layoff
"00-75876924",Ifa,Widiastuti,Female,Jawa Barat,Bogor,2019-05-01,Sales,Sales Representative,Bachelor,0,Company Website,9128684,Good,No,1980-02-29,2021-03-29,Health Reasons
"00-49491631",Mulyanto,Putra,Male,Jawa Barat,Bandung,2017-05-07,Sales,Sales Consultant,PhD,0,Company Website,21001538,Good,Yes,1969-07-21,2021-03-22,Layoff
"00-51098277",Hadi,Tampubolon,Male,Jawa Barat,Bekasi,2022-04-25,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,7168697,Good,No,1975-10-14,2022-10-22,Layoff
"00-84285882",Kadir,Haryanto,Male,Jawa Barat,Bogor,2020-03-15,Customer Service,Help Desk Technician,High School,0,LinkedIn,6190479,Satisfactory,No,1985-06-13,2020-09-11,Layoff
"00-83871890",Lili,Suartini,Female,Jawa Barat,Bandung,2018-09-21,Sales,Sales Representative,Bachelor,0,Jobstreet,4626591,Good,Yes,1976-09-22,2019-03-20,Other
"00-46361787",Ulva,Mardhiyah,Female,Jawa Barat,Bogor,2018-08-28,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,12885132,Good,No,1981-06-06,2024-06-15,Layoff
"00-35848226",Kairav,Maryadi,Male,Jawa Barat,Bogor,2018-06-07,Customer Service,Customer Service Representative,Bachelor,6,Other,9882413,Good,No,1971-11-27,2024-09-21,Layoff
"00-34850391",Kuncara,Adriansyah,Male,Sulawesi Selatan,Pare-Pare,2017-04-29,Operations,Operations Analyst,Bachelor,5,Jobstreet,16527271,Good,No,1987-09-15,2017-10-26,Layoff
"00-47111151",Irma,Maryati,Female,Jawa Barat,Bandung,2022-06-16,Customer Service,Help Desk Technician,High School,0,Jobstreet,5442049,Satisfactory,Yes,2002-05-11,2022-12-13,Resignation
"00-47983442",Winda,Permata,Female,Bali,Denpasar,2024-06-29,Sales,Sales Representative,Bachelor,0,LinkedIn,11894117,Good,No,1970-10-22,2024-12-26,Layoff
"00-40532273",Ilyas,Prasetya,Male,Jawa Barat,Bogor,2018-09-20,Sales,Sales Representative,Bachelor,0,Indeed,7990731,Good,Yes,1977-06-02,2019-03-19,Other
"00-81690398",Gabriella,Winarsih,Female,Jawa Barat,Bekasi,2016-07-02,Sales,Sales Representative,Bachelor,0,Other,9396102,Excellent,No,1993-07-04,2018-05-18,Health Reasons
"00-84270583",Wulan,Mandasari,Female,Jawa Barat,Bogor,2017-09-13,Marketing,SEO Specialist,Bachelor,0,LinkedIn,19212572,Satisfactory,No,1988-08-05,2018-04-28,Health Reasons
"00-75884623",Chelsea,Puspita,Female,Jawa Barat,Bandung,2016-07-19,Operations,Logistics Coordinator,Bachelor,0,Indeed,11568688,Satisfactory,Yes,1963-06-13,2017-05-15,Other
"00-48163378",Salimah,Prastuti,Female,Sulawesi Selatan,Gowa,2019-02-06,Operations,Operations Analyst,Bachelor,0,Jobstreet,20485964,Satisfactory,Yes,1979-09-05,2019-08-05,Health Reasons
"00-74119726",Ira,Novitasari,Female,Jawa Barat,Bekasi,2016-11-09,IT,Software Developer,Bachelor,0,Indeed,24317995,Good,Yes,1976-01-22,2019-07-09,Other
"00-76001106",Dalimin,Hidayanto,Male,Jawa Barat,Bogor,2016-01-10,Marketing,Content Creator,High School,0,Other,5796611,Satisfactory,No,1997-03-11,2017-03-16,Resignation
"00-17195288",Aurora,Nasyiah,Female,Jawa Barat,Bandung,2017-07-04,Customer Service,Support Specialist,High School,10,Indeed,4520129,Needs Improvement,Yes,2002-03-05,2021-06-06,Other
"00-21432787",Lurhur,Winarno,Male,Sumatera Utara,Binjai,2024-01-29,Customer Service,Help Desk Technician,Bachelor,0,Jobstreet,5775883,Good,No,2001-09-09,2024-07-27,Resignation
"00-65857931",Mutia,Oktaviani,Female,Bali,Ubud,2021-12-11,Sales,Sales Representative,Bachelor,12,LinkedIn,13118510,Satisfactory,Yes,1960-06-20,2023-07-01,Layoff
"00-80138498",Lasmono,Suwarno,Male,Bali,Ubud,2018-03-17,Sales,Sales Consultant,PhD,0,Indeed,17853853,Satisfactory,No,1965-06-29,2021-06-11,Other
"00-93352876",Lalita,Nasyiah,Female,Jawa Barat,Bogor,2016-02-27,Customer Service,Customer Service Representative,Bachelor,15,Other,4764826,Good,No,1979-09-04,2024-06-06,Layoff
"00-37888820",Safina,Agustina,Female,Sumatera Utara,Medan,2021-12-13,Sales,Sales Specialist,PhD,0,LinkedIn,21676540,Good,No,1976-01-26,2022-06-11,Other
"00-20896797",Pardi,Winarno,Male,Jakarta,Jakarta Pusat,2017-12-10,Customer Service,Customer Service Representative,High School,19,LinkedIn,4894206,Good,Yes,1987-07-07,2023-10-16,Misconduct
"00-20075036",Balamantri,Wibisono,Male,Jawa Barat,Bandung,2017-06-15,Operations,Operations Analyst,Master,3,Indeed,13147477,Satisfactory,No,1980-07-14,2017-12-12,Other
"00-89699989",Gawati,Mardhiyah,Female,Sumatera Utara,Binjai,2019-11-09,Customer Service,Help Desk Technician,Bachelor,0,Jobstreet,6261581,Good,Yes,1974-01-29,2020-05-07,Other
"00-48668783",Tami,Wulandari,Female,Jawa Barat,Bogor,2022-06-30,Sales,Sales Representative,Bachelor,13,LinkedIn,11980263,Satisfactory,Yes,2002-09-18,2022-12-27,Resignation
"00-70939053",Alika,Nasyiah,Female,Sulawesi Selatan,Makassar,2016-12-22,Customer Service,Support Specialist,High School,0,Job Fair,6458924,Excellent,Yes,1980-02-10,2022-07-26,Other
"00-93893865",Zizi,Kusmawati,Female,Sumatera Utara,Binjai,2020-06-26,Operations,Inventory Specialist,Bachelor,0,LinkedIn,9704231,Satisfactory,No,1986-10-03,2020-12-23,Health Reasons
"00-25405014",Diana,Yuliarti,Female,Jawa Barat,Bogor,2020-09-16,Sales,Sales Consultant,Bachelor,15,Job Fair,18441096,Good,No,1979-08-17,2021-03-15,Layoff
"00-45652586",Karta,Setiawan,Male,Jawa Barat,Bekasi,2023-08-20,Marketing,SEO Specialist,Bachelor,0,Indeed,18056057,Good,Yes,2003-01-16,2024-02-16,Other
"00-32269779",Jamalia,Usada,Female,Banten,Serang,2023-08-26,Marketing,SEO Specialist,Bachelor,0,Jobstreet,14067171,Good,Yes,1993-09-14,2024-02-22,Layoff
"00-72907576",Ophelia,Utami,Female,Jawa Timur,Malang,2022-11-19,Operations,Inventory Specialist,High School,10,Other,8144929,Satisfactory,No,1990-05-25,2023-05-18,Layoff
"00-46540265",Umaya,Saefullah,Male,Jawa Barat,Bogor,2020-06-22,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,6945250,Good,Yes,1962-09-22,2023-05-21,Other
"00-20796722",Usman,Hutapea,Male,Jawa Barat,Bandung,2020-10-15,Finance,Accountant,Bachelor,0,Indeed,19601695,Good,No,1974-11-26,2021-04-13,Layoff
"00-53261270",Zelda,Yulianti,Female,Jawa Barat,Bogor,2021-06-24,Operations,Operations Analyst,Master,0,Other,17864424,Good,No,1972-06-27,2022-12-27,Layoff
"00-46173157",Victoria,Wulandari,Female,Jawa Barat,Bandung,2020-07-07,Sales,Sales Specialist,Master,0,Jobstreet,16461789,Good,No,2003-06-07,2021-01-03,Resignation
"00-79654147",Sari,Nasyidah,Female,Jawa Barat,Bogor,2022-04-17,IT,IT Support Specialist,Bachelor,0,Indeed,7844604,Good,No,1982-12-18,2022-10-14,Layoff
"00-88561612",Maida,Hartati,Female,Banten,Serang,2019-10-05,Finance,Accountant,Bachelor,9,Other,21295224,Satisfactory,No,2000-09-08,2020-04-02,Resignation
"00-73083727",Irma,Nasyidah,Female,Sulawesi Selatan,Makassar,2018-04-16,Operations,Inventory Specialist,High School,0,LinkedIn,9685752,Satisfactory,No,1962-04-29,2019-07-11,Health Reasons
"00-99943797",Juli,Pertiwi,Female,Jakarta,Jakarta Pusat,2016-12-12,Sales,Sales Representative,Bachelor,0,Other,11176551,Satisfactory,Yes,1999-05-30,2023-01-13,Resignation
"00-65250068",Puput,Hasanah,Female,Jawa Barat,Bekasi,2022-02-23,Operations,Logistics Coordinator,Bachelor,6,Jobstreet,10923148,Good,Yes,1970-08-02,2022-08-22,Other
"00-63747791",Cakrawangsa,Latupono,Male,Jawa Tengah,Magelang,2023-05-29,Finance,Accountant,Bachelor,9,Job Fair,18190913,Good,No,1974-05-28,2023-11-25,Layoff
"00-71045700",Talia,Lestari,Female,Jawa Barat,Bogor,2016-10-01,Customer Service,Support Specialist,Bachelor,0,Other,5361694,Needs Improvement,Yes,1961-06-10,2021-07-15,Other
"00-25558733",Gabriella,Hassanah,Female,Jawa Barat,Bogor,2024-06-10,Operations,Logistics Coordinator,Bachelor,6,Jobstreet,14948204,Good,Yes,1991-03-20,2024-12-07,Layoff
"00-79067939",Hasim,Marbun,Male,Jawa Barat,Bandung,2023-07-30,Marketing,Content Creator,High School,0,Job Fair,7797422,Good,Yes,1995-06-27,2024-01-26,Other
"00-82825679",Jaka,Pranowo,Male,Jakarta,Jakarta Timur,2019-01-25,Finance,Accountant,Bachelor,6,Other,20957564,Needs Improvement,Yes,1970-02-11,2019-10-14,Other
"00-79583757",Danang,Pranowo,Male,Jawa Barat,Bandung,2018-06-01,Marketing,Content Creator,High School,0,Company Website,15578881,Good,No,1972-09-08,2024-04-12,Layoff
"00-69329732",Utama,Winarno,Male,Sulawesi Selatan,Makassar,2022-08-15,IT,IT Support Specialist,Bachelor,11,Indeed,9550549,Good,No,1973-08-11,2023-02-11,Layoff
"00-83715012",Warsita,Tampubolon,Male,Jawa Barat,Bandung,2017-01-08,Operations,Logistics Coordinator,Bachelor,12,LinkedIn,10642457,Needs Improvement,No,1996-07-29,2017-11-13,Performance Issues
"00-75056916",Zamira,Suartini,Female,Jawa Barat,Bogor,2016-07-04,Sales,Sales Consultant,Bachelor,12,Jobstreet,16396587,Good,No,1997-06-08,2022-09-15,Resignation
"00-42117961",Agnes,Rahayu,Female,Jawa Barat,Bekasi,2022-04-26,Sales,Sales Representative,Bachelor,0,LinkedIn,11942272,Good,Yes,1966-03-06,2022-10-23,Layoff
"00-11835355",Umi,Sudiati,Female,Sulawesi Selatan,Makassar,2020-11-27,Sales,Sales Specialist,Master,0,LinkedIn,12388788,Satisfactory,No,1967-07-28,2021-05-26,Other
"00-25228493",Tri,Pranowo,Male,Jawa Barat,Bogor,2019-07-29,IT,Software Developer,Master,3,Jobstreet,20175099,Satisfactory,Yes,1975-12-15,2021-02-24,Layoff
"00-30665654",Pangeran,Uwais,Male,Jawa Barat,Bandung,2020-07-31,Finance,Finance Manager,Master,2,Job Fair,64928833,Good,No,1998-09-07,2021-02-08,Resignation
"00-78299645",Raharja,Sihombing,Male,Jawa Barat,Bekasi,2022-12-15,IT,IT Support Specialist,High School,0,LinkedIn,4992917,Excellent,No,1999-01-25,2023-06-13,Resignation
"00-74759996",Gawati,Wahyuni,Female,Jawa Barat,Bogor,2024-03-26,Marketing,Marketing Coordinator,Bachelor,0,Company Website,12593869,Excellent,No,1983-11-01,2024-09-22,Other
"00-83989546",Empluk,Pratama,Male,Jakarta,Jakarta Pusat,2017-07-08,IT,IT Support Specialist,High School,0,Jobstreet,5079822,Satisfactory,No,1980-10-14,2020-06-15,Health Reasons
"00-78214937",Ana,Sudiati,Female,Sulawesi Selatan,Gowa,2022-05-11,Customer Service,Support Specialist,High School,11,Company Website,4352105,Good,No,1971-04-26,2022-11-07,Layoff
"00-19369750",Mulyono,Sirait,Male,Jawa Barat,Bekasi,2017-11-06,Sales,Sales Representative,Bachelor,0,LinkedIn,17793002,Needs Improvement,Yes,1975-02-06,2019-10-31,Performance Issues
"00-78147397",Latika,Mandasari,Female,Jawa Barat,Bandung,2017-11-23,Customer Service,Help Desk Technician,High School,19,Jobstreet,4710027,Excellent,Yes,1998-02-28,2019-08-29,Resignation
"00-50071487",Nadia,Kuswandari,Female,Jakarta,Jakarta Timur,2023-08-30,Operations,Logistics Coordinator,Bachelor,0,Other,15206195,Good,Yes,1966-07-08,2024-02-26,Layoff
"00-75718414",Kasusra,Budiman,Male,Sumatera Utara,Medan,2023-12-19,Marketing,Content Creator,High School,0,Company Website,5192086,Good,No,1991-07-06,2024-06-16,Layoff
"00-75007200",Kania,Aryani,Female,Jawa Barat,Bekasi,2018-02-02,Operations,Operations Analyst,Bachelor,0,Jobstreet,12956846,Satisfactory,No,1989-07-14,2020-07-18,Layoff
"00-82937948",Margana,Prabowo,Male,Jawa Barat,Bandung,2018-02-22,Operations,Logistics Coordinator,Bachelor,0,Company Website,6969259,Satisfactory,No,1994-09-06,2019-12-19,Other
"00-35320492",Sakti,Pradipta,Male,Jawa Barat,Bekasi,2024-03-11,IT,Software Developer,Master,4,Jobstreet,28771718,Good,No,1980-11-17,2024-09-07,Other
"00-61401477",Alika,Palastri,Female,Jawa Barat,Bekasi,2017-05-28,IT,IT Support Specialist,High School,18,Jobstreet,5937319,Excellent,Yes,2000-04-19,2024-09-06,Other
"00-52704903",Gamanto,Kurniawan,Male,Sumatera Utara,Binjai,2022-06-26,Customer Service,Help Desk Technician,High School,17,Company Website,5245229,Satisfactory,No,1999-04-28,2022-12-23,Other
"00-61167978",Jane,Padmasari,Female,Jawa Barat,Bogor,2018-10-23,Operations,Inventory Specialist,High School,0,LinkedIn,7459247,Good,Yes,1970-01-18,2019-04-21,Layoff
"00-26944487",Yance,Oktaviani,Female,Jawa Barat,Bandung,2020-04-07,Operations,Logistics Coordinator,Bachelor,0,Other,14687457,Satisfactory,No,1975-11-05,2023-10-28,Layoff
"00-23470708",Rafid,Gunarto,Male,Jawa Barat,Bekasi,2023-07-02,Customer Service,Help Desk Technician,High School,0,Job Fair,5176707,Good,No,1986-04-16,2023-12-29,Health Reasons
"00-29348212",Aslijan,Natsir,Male,Jawa Barat,Bandung,2019-03-29,Operations,Inventory Specialist,Bachelor,7,Company Website,9790034,Satisfactory,No,1989-01-29,2019-09-25,Other
"00-20043277",Sadina,Hassanah,Female,Jawa Barat,Bekasi,2019-10-31,Customer Service,Support Specialist,High School,0,LinkedIn,5248238,Good,No,1970-04-20,2020-04-28,Other
"00-93652460",Sadina,Fujiati,Female,Jawa Barat,Bogor,2022-10-20,Operations,Operations Analyst,Master,0,Other,11473114,Good,Yes,2001-02-09,2023-04-18,Resignation
"00-54099326",Ana,Nasyiah,Female,Jawa Barat,Bandung,2023-03-19,Operations,Operations Analyst,Master,0,Other,19257388,Needs Improvement,Yes,1998-07-21,2023-09-15,Resignation
